time,ax,ay,az
3.617408550E1,4.443054199E-1,8.740783691E0,6.234588623E-1
3.617658794E1,5.089569092E-1,8.774291992E0,6.426086426E-1
3.617909038E1,5.065612793E-1,8.755142212E0,5.995178223E-1
3.618159282E1,5.281066895E-1,8.759933472E0,6.019134521E-1
3.618409526E1,5.520477295E-1,8.767105103E0,5.731811523E-1
3.618659770E1,5.640258789E-1,8.707260132E0,5.971221924E-1
3.618906963E1,5.951385498E-1,8.714447021E0,5.995178223E-1
3.619157207E1,5.855712891E-1,8.683319092E0,6.234588623E-1
3.619407451E1,5.879669189E-1,8.673736572E0,6.019134521E-1
3.619657695E1,5.711975098E-1,8.700073242E0,5.995178223E-1
3.619907939E1,5.616302490E-1,8.697677612E0,5.995178223E-1
3.620158183E1,5.640258789E-1,8.685714722E0,6.282501221E-1
3.620408427E1,6.071166992E-1,8.690490723E0,5.827636719E-1
3.620658672E1,5.951385498E-1,8.692886353E0,6.473999023E-1
3.620908916E1,5.568389893E-1,8.702468872E0,5.971221924E-1
3.621159160E1,5.592346191E-1,8.640213013E0,5.995178223E-1
3.621409404E1,5.376892090E-1,8.721618652E0,5.588226318E-1
3.621659648E1,5.400848389E-1,8.752746582E0,5.492401123E-1
3.621909892E1,5.376892090E-1,8.752746582E0,6.186676025E-1
3.622160136E1,5.017700195E-1,8.767105103E0,6.186676025E-1
3.622410381E1,5.328979492E-1,8.755142212E0,6.641693115E-1
3.622660625E1,4.945831299E-1,8.800628662E0,6.569824219E-1
3.622910869E1,5.424652100E-1,8.819778442E0,6.617736816E-1
3.623161113E1,5.520477295E-1,8.872451782E0,6.138763428E-1
3.623411357E1,5.855712891E-1,8.896392822E0,6.043090820E-1
3.623661601E1,6.190795898E-1,8.891616821E0,6.234588623E-1
3.623911845E1,6.310577393E-1,8.932312012E0,6.186676025E-1
3.624162090E1,5.783843994E-1,8.977798462E0,5.683898926E-1
3.624412334E1,6.502075195E-1,8.984985352E0,5.516357422E-1
3.624662578E1,6.885223389E-1,9.054412842E0,5.612182617E-1
3.624912822E1,6.956939697E-1,9.068786621E0,5.252990723E-1
3.625163066E1,7.675323486E-1,9.099899292E0,5.133209229E-1
3.625410259E1,7.938690186E-1,9.073562622E0,4.869842529E-1
3.625663554E1,7.890777588E-1,9.063995361E0,5.085449219E-1
3.625910747E1,8.489227295E-1,9.087936401E0,4.869842529E-1
3.626160991E1,9.447021484E-1,9.111877441E0,4.654388428E-1
3.626411235E1,1.009338379E0,9.119064331E0,4.534759521E-1
3.626661479E1,1.064407349E0,9.085540771E0,3.936157227E-1
3.626911723E1,1.105102539E0,9.049621582E0,3.529205322E-1
3.627161968E1,1.155380249E0,9.018508911E0,3.648834229E-1
3.627412212E1,1.258331299E0,9.066390991E0,3.074188232E-1
3.627662456E1,1.291854858E0,8.989776611E0,3.170013428E-1
3.627909648E1,1.378051758E0,8.941894531E0,3.313751221E-1
3.628162944E1,1.413955688E0,8.941894531E0,3.289794922E-1
3.628413188E1,1.435516357E0,8.939498901E0,2.427825928E-1
3.628663432E1,1.440292358E0,8.932312012E0,2.715148926E-1
3.628913676E1,1.507339478E0,8.937103271E0,3.074188232E-1
3.629163921E1,1.502548218E0,8.946670532E0,2.355957031E-1
3.629414165E1,1.548034668E0,8.958648682E0,2.739105225E-1
3.629664409E1,1.545639038E0,8.987380981E0,2.427825928E-1
3.629914653E1,1.538452148E0,8.984985352E0,1.972961426E-1
3.630164897E1,1.571975708E0,9.004135132E0,1.853179932E-1
3.630415141E1,1.514511108E0,9.128631592E0,1.996917725E-1
3.630665385E1,1.543243408E0,9.143005371E0,1.877136230E-1
3.630915630E1,1.437896729E0,9.200469971E0,2.116546631E-1
3.631165874E1,1.382843018E0,9.303421021E0,2.020874023E-1
3.631416118E1,1.368469238E0,9.346511841E0,1.996917725E-1
3.631666362E1,1.282287598E0,9.420730591E0,2.212371826E-1
3.631916606E1,1.241577148E0,9.511703491E0,1.685638428E-1
3.632166850E1,1.176940918E0,9.571563721E0,1.781463623E-1
3.632417094E1,1.136230469E0,9.674514771E0,2.188415527E-1
3.632667339E1,1.026107788E0,9.743942261E0,2.284240723E-1
3.632917583E1,1.004547119E0,9.858871460E0,2.308044434E-1
3.633167827E1,9.255371094E-1,9.935485840E0,2.739105225E-1
3.633418071E1,8.632965088E-1,9.988159180E0,2.451782227E-1
3.633668315E1,8.130187988E-1,1.001928711E1,2.451782227E-1
3.633918559E1,7.148590088E-1,1.012222290E1,3.313751221E-1
3.634168803E1,6.502075195E-1,1.015814209E1,2.858734131E-1
3.634419048E1,6.214752197E-1,1.021321106E1,2.954559326E-1
3.634669292E1,5.376892090E-1,1.025630188E1,3.313751221E-1
3.634919536E1,4.874114990E-1,1.032812500E1,3.696746826E-1
3.635169780E1,4.634704590E-1,1.036643982E1,4.271392822E-1
3.635416972E1,4.299468994E-1,1.042150879E1,4.558715820E-1
3.635667216E1,3.772735596E-1,1.049333191E1,4.893798828E-1
3.635917461E1,2.958679199E-1,1.056755066E1,5.372619629E-1
3.636167705E1,2.312316895E-1,1.057713318E1,5.516357422E-1
3.636417949E1,2.168579102E-1,1.063220215E1,5.252990723E-1
3.636668193E1,1.665802002E-1,1.066091919E1,5.444488525E-1
3.636918437E1,1.115112305E-1,1.071838379E1,5.612182617E-1
3.637171733E1,1.067199707E-1,1.075669861E1,6.426086426E-1
3.637421977E1,3.968811035E-2,1.084527588E1,7.048645020E-1
3.637672221E1,-4.650878906E-2,1.087640381E1,6.857147217E-1
3.637922466E1,-4.888916016E-2,1.095062256E1,6.665496826E-1
3.638172710E1,-7.284545898E-2,1.097456360E1,7.072601318E-1
3.638422954E1,-1.087493896E-1,1.101287842E1,7.144470215E-1
3.638676250E1,-1.255035400E-1,1.113497925E1,7.096557617E-1
3.638923442E1,-1.302947998E-1,1.119961548E1,7.718963623E-1
3.639173686E1,-1.159362793E-1,1.121638489E1,7.886657715E-1
3.639423930E1,-1.135406494E-1,1.126666260E1,8.150024414E-1
3.639674174E1,-7.522583008E-2,1.131214905E1,8.748474121E-1
3.639924419E1,-5.607604980E-2,1.132890320E1,8.796386719E-1
3.640174663E1,-8.193969727E-3,1.137678528E1,9.442901611E-1
3.640421855E1,6.362915039E-2,1.144622803E1,9.945678711E-1
3.640675151E1,1.641845703E-1,1.146537781E1,9.730072021E-1
3.640925395E1,2.144622803E-1,1.150367737E1,9.347076416E-1
3.641175639E1,3.150177002E-1,1.148452759E1,9.418945312E-1
3.641425884E1,4.275512695E-1,1.155157471E1,9.059753418E-1
3.641676128E1,5.640258789E-1,1.160424805E1,9.227294922E-1
3.641926372E1,6.262664795E-1,1.164494324E1,9.466705322E-1
3.642176616E1,6.621856689E-1,1.166888428E1,9.777984619E-1
3.642426860E1,7.148590088E-1,1.176464844E1,9.969635010E-1
3.642677104E1,7.603454590E-1,1.182690430E1,1.061599731E0
3.642927348E1,7.292175293E-1,1.188436890E1,1.114273071E0
3.643177593E1,7.770996094E-1,1.193225098E1,1.166946411E0
3.643424785E1,7.531585693E-1,1.204956055E1,1.253128052E0
3.643675029E1,7.866821289E-1,1.217166138E1,1.341720581E0
3.643925273E1,7.627410889E-1,1.231771851E1,1.401580811E0
3.644175517E1,7.627410889E-1,1.251403809E1,1.451858521E0
3.644425761E1,7.292175293E-1,1.265768433E1,1.504531860E0
3.644676006E1,6.837310791E-1,1.286598206E1,1.538040161E0
3.644926250E1,6.119079590E-1,1.303358459E1,1.576354980E0
3.645176494E1,5.209197998E-1,1.324665833E1,1.667327881E0
3.645426738E1,4.107971191E-1,1.338792419E1,1.696060181E0
3.645676982E1,2.958679199E-1,1.352438354E1,1.729583740E0
3.645927226E1,1.809539795E-1,1.362733459E1,1.763107300E0
3.646177470E1,6.842041016E-2,1.373747253E1,1.799011230E0
3.646427715E1,-4.888916016E-2,1.380451965E1,1.949844360E0
3.646677959E1,-1.374816895E-1,1.386915588E1,2.086318970E0
3.646928203E1,-2.045135498E-1,1.394097900E1,2.170120239E0
3.647178447E1,-2.619781494E-1,1.391464233E1,2.249130249E0
3.647428691E1,-2.691650391E-1,1.395774841E1,2.249130249E0
3.647678935E1,-3.026885986E-1,1.392662048E1,2.301788330E0
3.647929179E1,-2.835235596E-1,1.388113403E1,2.323348999E0
3.648179424E1,-2.835235596E-1,1.385479736E1,2.337707520E0
3.648429668E1,-2.787322998E-1,1.371832275E1,2.320953369E0
3.648679912E1,-2.619781494E-1,1.360339355E1,2.289825439E0
3.648930156E1,-2.188873291E-1,1.351002502E1,2.285034180E0
3.649180400E1,-1.518402100E-1,1.334721375E1,2.299407959E0
3.649430644E1,-1.039581299E-1,1.319638062E1,2.299407959E0
3.649680888E1,-2.973937988E-2,1.295936584E1,2.275466919E0
3.649931132E1,3.968811035E-2,1.274627686E1,2.277847290E0
3.650181377E1,9.475708008E-2,1.251882935E1,2.241943359E0
3.650431621E1,8.996582031E-2,1.229377747E1,2.227569580E0
3.650681865E1,1.546173096E-1,1.204716492E1,2.246734619E0
3.650932109E1,1.593933105E-1,1.181015015E1,2.194061279E0
3.651182353E1,1.067199707E-1,1.159466553E1,2.194061279E0
3.651432597E1,1.019439697E-1,1.139115906E1,2.201232910E0
3.651682842E1,4.208374023E-2,1.122595215E1,2.122238159E0
3.651933086E1,-3.692626953E-2,1.097456360E1,2.110260010E0
3.652183330E1,-6.565856934E-2,1.076148987E1,2.040832520E0
3.652433574E1,-1.159362793E-1,1.052445984E1,1.990554810E0
3.652683818E1,-1.111450195E-1,1.030657959E1,1.969009399E0
3.652934062E1,-1.829681396E-1,1.002406311E1,1.959426880E0
3.653184306E1,-1.470642090E-1,9.775070190E0,1.949844360E0
3.653434551E1,-1.398773193E-1,9.540435791E0,1.957031250E0
3.653684795E1,-1.446685791E-1,9.360870361E0,1.921112061E0
3.653935039E1,-1.781768799E-1,9.154968262E0,1.787048340E0
3.654185283E1,-1.518402100E-1,8.927520752E0,1.741546631E0
3.654432475E1,-1.374816895E-1,8.692886353E0,1.705642700E0
3.654682719E1,-5.847167969E-2,8.503753662E0,1.605087280E0
3.654932964E1,1.574707031E-2,8.372070312E0,1.528472900E0
3.655183208E1,6.842041016E-2,8.216445923E0,1.497344971E0
3.655433452E1,1.043395996E-1,8.063217163E0,1.447067261E0
3.655683696E1,7.800292969E-2,7.996185303E0,1.439880371E0
3.655933940E1,7.560729980E-2,7.981811523E0,1.336929321E0
3.656184184E1,2.532958984E-2,8.022521973E0,1.298629761E0
3.656431377E1,6.362915039E-2,8.068008423E0,1.236373901E0
3.656684673E1,1.641845703E-1,8.012939453E0,1.241165161E0
3.656934917E1,2.096710205E-1,8.103912354E0,1.262710571E0
3.657185161E1,9.475708008E-2,8.259536743E0,1.231582642E0
3.657435405E1,-8.193969727E-3,8.417556763E0,1.193283081E0
3.657685649E1,-8.720397949E-2,8.532485962E0,1.171737671E0
3.657935893E1,-1.494598389E-1,8.716827393E0,1.133422852E0
3.658186137E1,-2.883148193E-1,8.958648682E0,1.157363892E0
3.658436382E1,-4.295806885E-1,9.145401001E0,1.147796631E0
3.658686626E1,-5.229492188E-1,9.356079102E0,1.219619751E0
3.658936870E1,-6.570281982E-1,9.569168091E0,1.205245972E0
3.659187114E1,-7.719421387E-1,9.777465820E0,1.272293091E0
3.659437358E1,-9.203796387E-1,9.959426880E0,1.317779541E0
3.659687602E1,-1.080795288E0,1.011505127E1,1.329742432E0
3.659937846E1,-1.188537598E0,1.030178833E1,1.403976440E0
3.660188090E1,-1.353729248E0,1.053881836E1,1.485366821E0
3.660435283E1,-1.471054077E0,1.067289734E1,1.504531860E0
3.660685527E1,-1.574005127E0,1.085964966E1,1.487762451E0
3.660935771E1,-1.720046997E0,1.102005005E1,1.473403931E0
3.661186015E1,-1.815811157E0,1.112060547E1,1.502136230E0
3.661436260E1,-1.906799316E0,1.130735779E1,1.506927490E0
3.661686504E1,-1.925949097E0,1.139115906E1,1.487762451E0
3.661936748E1,-1.913986206E0,1.142945862E1,1.463821411E0
3.662186992E1,-1.887649536E0,1.147256470E1,1.492553711E0
3.662437236E1,-1.916366577E0,1.148452759E1,1.449462891E0
3.662687480E1,-1.882858276E0,1.147735596E1,1.413543701E0
3.662937724E1,-1.839752197E0,1.141989136E1,1.368057251E0
3.663187968E1,-1.834976196E0,1.134327698E1,1.324966431E0
3.663438213E1,-1.777511597E0,1.130256653E1,1.243560791E0
3.663688457E1,-1.796661377E0,1.118765259E1,1.243560791E0
3.663938701E1,-1.763137817E0,1.109666443E1,1.205245972E0
3.664188945E1,-1.734420776E0,1.099371338E1,1.207641602E0
3.664439189E1,-1.727233887E0,1.090753174E1,1.162155151E0
3.664689433E1,-1.758361816E0,1.078303528E1,1.109481812E0
3.664939677E1,-1.770324707E0,1.067768860E1,1.068786621E0
3.665189922E1,-1.763137817E0,1.054121399E1,1.023284912E0
3.665440166E1,-1.751174927E0,1.042390442E1,9.873809814E-1
3.665690410E1,-1.693710327E0,1.028024292E1,9.801940918E-1
3.665943706E1,-1.684143066E0,1.013420105E1,9.371032715E-1
3.666193950E1,-1.641036987E0,9.966613770E0,9.011840820E-1
3.666444194E1,-1.554855347E0,9.801406860E0,8.748474121E-1
3.666694438E1,-1.499786377E0,9.643386841E0,8.102111816E-1
3.666944682E1,-1.406402588E0,9.497344971E0,7.288055420E-1
3.667194926E1,-1.308242798E0,9.339324951E0,6.521911621E-1
3.667445171E1,-1.150222778E0,9.159759521E0,6.186676025E-1
3.667695415E1,-9.562988281E-1,8.956253052E0,5.707855225E-1
3.667945659E1,-7.863159180E-1,8.759933472E0,4.846038818E-1
3.668195903E1,-6.187133789E-1,8.551635742E0,4.965667725E-1
3.668446147E1,-4.319610596E-1,8.472625732E0,4.558715820E-1
3.668693340E1,-1.997375488E-1,8.331375122E0,4.391021729E-1
3.668943584E1,-5.847167969E-2,8.257141113E0,4.247436523E-1
3.669193828E1,8.038330078E-2,8.226028442E0,3.361511230E-1
3.669444072E1,2.048950195E-1,8.096740723E0,2.020874023E-1
3.669694316E1,3.724822998E-1,7.974624634E0,1.398315430E-1
3.669944560E1,5.257110596E-1,7.917175293E0,1.422271729E-1
3.670194804E1,6.885223389E-1,7.862106323E0,1.326446533E-1
3.670445048E1,7.842864990E-1,7.807037354E0,1.206817627E-1
3.670695293E1,8.489227295E-1,7.795059204E0,1.087036133E-1
3.670945537E1,9.231567383E-1,7.797454834E0,1.278533936E-1
3.671195781E1,9.494934082E-1,7.809432983E0,1.039123535E-1
3.671446025E1,9.782104492E-1,7.876464844E0,1.054382324E-2
3.671696269E1,9.614562988E-1,7.902801514E0,-1.378936768E-1
3.671946513E1,9.686431885E-1,7.984207153E0,-9.001159668E-2
3.672196758E1,9.566650391E-1,8.101516724E0,1.470184326E-1
3.672447002E1,9.399108887E-1,8.192504883E0,3.457336426E-1
3.672697246E1,9.351196289E-1,8.259536743E0,3.002471924E-1
3.672947490E1,9.399108887E-1,8.345733643E0,1.733551025E-1
3.673197734E1,9.638519287E-1,8.376861572E0,9.434509277E-2
3.673447978E1,1.002151489E0,8.412765503E0,8.955383301E-2
3.673698222E1,9.662475586E-1,8.479812622E0,9.194946289E-2
3.673948466E1,9.949798584E-1,8.494171143E0,1.278533936E-1
3.674198711E1,1.006942749E0,8.506149292E0,1.087036133E-1
3.674448955E1,1.006942749E0,8.532485962E0,1.134948730E-1
3.674699199E1,1.023712158E0,8.513320923E0,1.015319824E-1
3.674949443E1,1.064407349E0,8.515716553E0,7.997131348E-2
3.675199687E1,1.023712158E0,8.568389893E0,9.434509277E-2
3.675449931E1,1.030883789E0,8.645004272E0,8.715820312E-2
3.675700176E1,1.018920898E0,8.606704712E0,9.913635254E-2
3.675950420E1,1.011734009E0,8.635437012E0,1.446228027E-1
3.676200664E1,1.023712158E0,8.712051392E0,1.278533936E-1
3.676450908E1,9.806060791E-1,8.724014282E0,1.446228027E-1
3.676701152E1,9.447021484E-1,8.757537842E0,2.068634033E-1
3.676951396E1,8.704833984E-1,8.709655762E0,1.589813232E-1
3.677201640E1,8.393554688E-1,8.714447021E0,9.674072266E-2
3.677451884E1,8.202056885E-1,8.779083252E0,1.254730225E-1
3.677702129E1,7.627410889E-1,8.757537842E0,1.278533936E-1
3.677952373E1,7.675323486E-1,8.735992432E0,1.661682129E-1
3.678202617E1,7.316131592E-1,8.702468872E0,1.374359131E-1
3.678449809E1,6.430206299E-1,8.740783691E0,1.182861328E-1
3.678700053E1,6.549987793E-1,8.755142212E0,9.434509277E-2
3.678950298E1,6.813354492E-1,8.776687622E0,2.969360352E-2
3.679200542E1,6.262664795E-1,8.783874512E0,6.082153320E-2
3.679450786E1,5.927429199E-1,8.750350952E0,7.279968262E-2
3.679701030E1,5.568389893E-1,8.769500732E0,7.040405273E-2
3.679951274E1,5.688018799E-1,8.798233032E0,1.087036133E-1
3.680201518E1,5.711975098E-1,8.810211182E0,9.674072266E-2
3.680451762E1,4.754333496E-1,8.836547852E0,9.913635254E-2
3.680702006E1,4.874114990E-1,8.822174072E0,1.182861328E-1
3.680952251E1,4.921875000E-1,8.829360962E0,1.182861328E-1
3.681202495E1,4.131774902E-1,8.872451782E0,1.182861328E-1
3.681452739E1,3.126220703E-1,8.867675781E0,1.063079834E-1
3.681702983E1,2.719268799E-1,8.862884521E0,1.661682129E-1
3.681953227E1,1.833343506E-1,8.882034302E0,1.709594727E-1
3.682203471E1,1.426391602E-1,8.941894531E0,1.972961426E-1
3.682453716E1,9.475708008E-2,9.008926392E0,2.403869629E-1
3.682703960E1,2.053833008E-2,9.035263062E0,3.457336426E-1
3.682954204E1,-9.199523926E-2,9.047241211E0,3.816528320E-1
3.683204448E1,-1.063537598E-1,9.116668701E0,3.600921631E-1
3.683454692E1,-2.021179199E-1,9.166946411E0,3.888244629E-1
3.683704936E1,-2.452239990E-1,9.186096191E0,5.013580322E-1
3.683955180E1,-3.266296387E-1,9.231582642E0,5.109405518E-1
3.684205424E1,-3.290252686E-1,9.257919312E0,5.276947021E-1
3.684455669E1,-3.984527588E-1,9.279464722E0,6.114959717E-1
3.684705913E1,-4.822540283E-1,9.334533691E0,5.803680420E-1
3.684956157E1,-5.253448486E-1,9.411148071E0,6.617736816E-1
3.685206401E1,-5.636444092E-1,9.418334961E0,7.000732422E-1
3.685456645E1,-6.115264893E-1,9.456649780E0,7.910614014E-1
3.685706889E1,-6.306915283E-1,9.490158081E0,8.556976318E-1
3.685957134E1,-6.522369385E-1,9.535644531E0,8.796386719E-1
3.686207378E1,-6.929321289E-1,9.564376831E0,8.796386719E-1
3.686457622E1,-6.809692383E-1,9.547622681E0,9.059753418E-1
3.686707866E1,-6.522369385E-1,9.585922241E0,9.825897217E-1
3.686958110E1,-7.073059082E-1,9.626632690E0,1.042449951E0
3.687208354E1,-7.288513184E-1,9.631423950E0,1.049621582E0
3.687458598E1,-6.761779785E-1,9.619445801E0,1.035263062E0
3.687708843E1,-6.713867188E-1,9.660156250E0,1.083145142E0
3.687959087E1,-6.618041992E-1,9.672119141E0,1.150192261E0
3.688209331E1,-6.019592285E-1,9.672119141E0,1.178909302E0
3.688459575E1,-5.804138184E-1,9.676910400E0,1.243560791E0
3.688709819E1,-4.942169189E-1,9.686492920E0,1.291442871E0
3.688957011E1,-3.816833496E-1,9.688873291E0,1.305801392E0
3.689207256E1,-3.122558594E-1,9.652969360E0,1.301025391E0
3.689457500E1,-2.284545898E-1,9.621841431E0,1.344116211E0
3.689707744E1,-9.916687012E-2,9.693664551E0,1.370452881E0
3.689957988E1,1.388549805E-3,9.660156250E0,1.324966431E0
3.690208232E1,1.139068604E-1,9.672119141E0,1.322570801E0
3.690458476E1,2.001037598E-1,9.679306030E0,1.365661621E0
3.690708720E1,2.910766602E-1,9.705642700E0,1.324966431E0
3.690958965E1,3.533325195E-1,9.717605591E0,1.384811401E0
3.691209209E1,4.514923096E-1,9.691268921E0,1.380035400E0
3.691456401E1,5.496520996E-1,9.669723511E0,1.329742432E0
3.691709697E1,6.119079590E-1,9.729583740E0,1.312988281E0
3.691959941E1,7.196502686E-1,9.736770630E0,1.298629761E0
3.692210185E1,7.651367188E-1,9.755920410E0,1.310592651E0
3.692460429E1,8.680877686E-1,9.784652710E0,1.284255981E0
3.692710674E1,9.830017090E-1,9.808593750E0,1.233978271E0
3.692960918E1,1.018920898E0,9.794219971E0,1.255523682E0
3.693211162E1,1.100326538E0,9.794219971E0,1.214828491E0
3.693461406E1,1.150604248E0,9.834930420E0,1.174133301E0
3.693711650E1,1.239181519E0,9.854080200E0,1.176513672E0
3.693961894E1,1.282287598E0,9.839721680E0,1.176513672E0
3.694212138E1,1.361282349E0,9.827743530E0,1.147796631E0
3.694462382E1,1.447479248E0,9.892379761E0,1.150192261E0
3.694712627E1,1.469024658E0,9.885208130E0,1.109481812E0
3.694962871E1,1.540847778E0,9.885208130E0,1.073577881E0
3.695213115E1,1.581558228E0,9.921112061E0,1.049621582E0
3.695463359E1,1.600708008E0,9.933090210E0,1.040054321E0
3.695713603E1,1.588745117E0,9.964218140E0,1.011322021E0
3.695963847E1,1.619857788E0,1.000970459E1,1.008926392E0
3.696214092E1,1.612686157E0,1.003604126E1,9.586486816E-1
3.696464336E1,1.612686157E0,1.009111023E1,9.418945312E-1
3.696714580E1,1.641403198E0,1.012940979E1,1.011322021E0
3.696964824E1,1.571975708E0,1.016772461E1,9.442901611E-1
3.697215068E1,1.492965698E0,1.023954773E1,9.107666016E-1
3.697465312E1,1.409179688E0,1.028982544E1,9.418945312E-1
3.697715556E1,1.361282349E0,1.036883545E1,9.825897217E-1
3.697965801E1,1.258331299E0,1.043347168E1,9.490661621E-1
3.698216045E1,1.141021729E0,1.056994629E1,9.825897217E-1
3.698466289E1,9.830017090E-1,1.060824585E1,1.020904541E0
3.698716533E1,8.920288086E-1,1.065614319E1,1.049621582E0
3.698966777E1,8.178100586E-1,1.074472046E1,9.538574219E-1
3.699217021E1,6.430206299E-1,1.082133484E1,9.754028320E-1
3.699467265E1,5.281066895E-1,1.090992737E1,1.008926392E0
3.699717510E1,4.802246094E-1,1.093626404E1,1.008926392E0
3.699967754E1,3.628997803E-1,1.101765442E1,1.035263062E0
3.700217998E1,3.006591797E-1,1.106315613E1,1.018508911E0
3.700468242E1,2.192535400E-1,1.109426880E1,9.993438721E-1
3.700718486E1,1.857299805E-1,1.114456177E1,1.090332031E0
3.700968730E1,1.234893799E-1,1.123793030E1,1.040054321E0
3.701218974E1,1.043395996E-1,1.125708008E1,1.028076172E0
3.701469218E1,6.602478027E-2,1.127862549E1,1.006530762E0
3.701719463E1,3.010559082E-2,1.126666260E1,9.777984619E-1
3.701969707E1,1.335144043E-2,1.130496216E1,1.001739502E0
3.702219951E1,-3.453063965E-2,1.128581238E1,1.020904541E0
3.702470195E1,-2.017211914E-2,1.130496216E1,1.018508911E0
3.702720439E1,-5.847167969E-2,1.131454468E1,1.025680542E0
3.702970683E1,-6.086730957E-2,1.129299927E1,9.586486816E-1
3.703217876E1,-3.453063965E-2,1.130735779E1,9.466705322E-1
3.703468120E1,-6.326293945E-2,1.135044861E1,9.873809814E-1
3.703718364E1,-4.171752930E-2,1.137200928E1,9.777984619E-1
3.703968608E1,-4.888916016E-2,1.138397217E1,9.562530518E-1
3.704218852E1,-8.480834961E-2,1.139834595E1,9.610443115E-1
3.704469096E1,-8.480834961E-2,1.141989136E1,9.490661621E-1
3.704719340E1,-6.086730957E-2,1.140074158E1,9.059753418E-1
3.704969585E1,-2.494812012E-2,1.144622803E1,8.820343018E-1
3.705219829E1,1.095581055E-2,1.143185425E1,8.796386719E-1
3.705470073E1,4.687500000E-2,1.142468262E1,7.838745117E-1
3.705720317E1,8.277893066E-2,1.141270447E1,7.479553223E-1
3.705970561E1,1.929168701E-1,1.141989136E1,7.575378418E-1
3.706220805E1,2.455902100E-1,1.142706299E1,7.503509521E-1
3.706471050E1,3.413543701E-1,1.142945862E1,7.000732422E-1
3.706721294E1,3.676910400E-1,1.141270447E1,6.952819824E-1
3.706971538E1,4.012145996E-1,1.147256470E1,6.952819824E-1
3.707221782E1,4.993743896E-1,1.150846863E1,6.641693115E-1
3.707472026E1,5.376892090E-1,1.153959656E1,6.881103516E-1
3.707722270E1,5.999298096E-1,1.160662842E1,5.899353027E-1
3.707972514E1,6.095123291E-1,1.168563843E1,6.019134521E-1
3.708222759E1,6.717529297E-1,1.172155762E1,6.186676025E-1
3.708473003E1,6.286621094E-1,1.181732178E1,5.707855225E-1
3.708723247E1,5.233154297E-1,1.188914490E1,4.391021729E-1
3.708973491E1,5.424652100E-1,1.198970032E1,3.984069824E-1
3.709223735E1,5.137481689E-1,1.208068848E1,4.534759521E-1
3.709473979E1,5.496520996E-1,1.216926575E1,4.438934326E-1
3.709724223E1,4.874114990E-1,1.222912598E1,3.960113525E-1
3.709974468E1,4.826202393E-1,1.234165955E1,4.103698730E-1
3.710224712E1,3.820648193E-1,1.244700623E1,4.247436523E-1
3.710474956E1,2.958679199E-1,1.250205994E1,4.008026123E-1
3.710725200E1,2.384033203E-1,1.254995728E1,3.864288330E-1
3.710975444E1,2.072906494E-1,1.253079224E1,4.247436523E-1
3.711225688E1,1.426391602E-1,1.259783936E1,4.822082520E-1
3.711475932E1,-1.183319092E-1,1.276782227E1,4.079895020E-1
3.711726176E1,-3.625335693E-1,1.290908813E1,3.864288330E-1
3.711973369E1,-5.612487793E-1,1.300485229E1,4.798126221E-1
3.712223613E1,-7.049102783E-1,1.305752563E1,4.726257324E-1
3.712473857E1,-8.485565186E-1,1.309103394E1,5.755767822E-1
3.712724101E1,-1.056854248E0,1.314370728E1,6.354370117E-1
3.712974345E1,-1.207687378E0,1.310540771E1,7.048645020E-1
3.713224590E1,-1.384857178E0,1.310061646E1,7.910614014E-1
3.713474834E1,-1.617095947E0,1.318202209E1,8.197784424E-1
3.713725078E1,-1.842147827E0,1.320117188E1,8.461151123E-1
3.713975322E1,-1.981018066E0,1.311737061E1,8.748474121E-1
3.714225566E1,-2.079177856E0,1.304794312E1,9.538574219E-1
3.714475810E1,-2.172546387E0,1.296893311E1,9.873809814E-1
3.714726054E1,-2.239593506E0,1.289950562E1,1.047241211E0
3.714976298E1,-2.342544556E0,1.274148560E1,1.111877441E0
3.715226543E1,-2.438308716E0,1.263613892E1,1.119064331E0
3.715476787E1,-2.440704346E0,1.246615601E1,1.147796631E0
3.715727031E1,-2.514923096E0,1.230334473E1,1.190887451E0
3.715977275E1,-2.560409546E0,1.209983826E1,1.107086182E0
3.716227519E1,-2.407180786E0,1.191308594E1,1.044845581E0
3.716477763E1,-2.265930176E0,1.165452576E1,1.095123291E0
3.716728008E1,-2.127059937E0,1.132650757E1,1.128631592E0
3.716978252E1,-1.892425537E0,1.096737671E1,1.097518921E0
3.717228496E1,-1.696105957E0,1.065614319E1,1.157363892E0
3.717478740E1,-1.506958008E0,1.042630005E1,1.111877441E0
3.717728984E1,-1.351348877E0,1.015814209E1,9.849853516E-1
3.717979228E1,-1.140655518E0,9.937881470E0,8.556976318E-1
3.718226421E1,-9.347534180E-1,9.700851440E0,7.623291016E-1
3.718476665E1,-7.432098389E-1,9.504531860E0,7.288055420E-1
3.718726909E1,-5.349121094E-1,9.317779541E0,7.288055420E-1
3.718977153E1,-3.601379395E-1,9.188491821E0,6.833190918E-1
3.719227397E1,-1.853637695E-1,9.006530762E0,6.617736816E-1
3.719477641E1,-1.298522949E-2,8.872451782E0,5.683898926E-1
3.719727885E1,1.067199707E-1,8.755142212E0,5.252990723E-1
3.719978130E1,2.144622803E-1,8.656982422E0,4.175567627E-1
3.720228374E1,3.700866699E-1,8.525299072E0,3.984069824E-1
3.720478618E1,4.562835693E-1,8.451080322E0,3.888244629E-1
3.720728862E1,4.897918701E-1,8.386428833E0,3.289794922E-1
