time,mx,my,mz
3.652369487E1,-2.613830566E1,-4.232482910E1,1.157989502E1
3.653367412E1,-2.688751221E1,-4.442443848E1,1.203002930E1
3.654365337E1,-2.718811035E1,-4.367370605E1,1.278076172E1
3.655363261E1,-2.703857422E1,-4.427337646E1,1.263122559E1
3.656361186E1,-2.643737793E1,-4.487457275E1,1.203002930E1
3.657359111E1,-2.718811035E1,-4.442443848E1,1.203002930E1
3.658357036E1,-2.718811035E1,-4.367370605E1,1.428070068E1
3.659354961E1,-2.718811035E1,-4.337463379E1,1.352996826E1
3.660352885E1,-2.928771973E1,-4.352416992E1,1.323089600E1
3.661350810E1,-2.808837891E1,-4.322357178E1,1.473083496E1
3.662351787E1,-2.853851318E1,-4.322357178E1,1.398010254E1
3.663349712E1,-2.868804932E1,-4.307403564E1,1.307983398E1
3.664344585E1,-2.718811035E1,-4.487457275E1,1.428070068E1
3.665342510E1,-2.643737793E1,-4.307403564E1,1.488037109E1
3.666343486E1,-2.658843994E1,-4.502410889E1,1.623077393E1
3.667341411E1,-2.598876953E1,-4.427337646E1,1.473083496E1
3.668333232E1,-2.568817139E1,-4.517364502E1,1.457977295E1
3.669334209E1,-2.598876953E1,-4.502410889E1,1.548004150E1
3.670332134E1,-2.538757324E1,-4.517364502E1,1.638031006E1
3.671330058E1,-2.553863525E1,-4.427337646E1,1.578063965E1
3.672327983E1,-2.613830566E1,-4.517364502E1,1.563110352E1
3.673325908E1,-2.628784180E1,-4.352416992E1,1.548004150E1
3.674323833E1,-2.538757324E1,-4.442443848E1,1.683044434E1
3.675321758E1,-2.538757324E1,-4.337463379E1,1.607971191E1
3.676319682E1,-2.718811035E1,-4.337463379E1,1.607971191E1
3.677317607E1,-2.478790283E1,-4.427337646E1,1.578063965E1
3.678315532E1,-2.568817139E1,-4.412384033E1,1.607971191E1
3.679313457E1,-2.568817139E1,-4.337463379E1,1.638031006E1
3.680311382E1,-2.613830566E1,-4.337463379E1,1.563110352E1
3.681312358E1,-2.793731689E1,-4.412384033E1,1.563110352E1
3.682313335E1,-2.688751221E1,-4.367370605E1,1.488037109E1
3.683314311E1,-2.538757324E1,-4.412384033E1,1.638031006E1
3.684315288E1,-2.733764648E1,-4.397430420E1,1.623077393E1
3.685313213E1,-2.628784180E1,-4.427337646E1,1.578063965E1
3.686314189E1,-2.703857422E1,-4.427337646E1,1.728057861E1
3.687315166E1,-2.568817139E1,-4.307403564E1,1.607971191E1
3.688316142E1,-2.643737793E1,-4.442443848E1,1.683044434E1
3.689317119E1,-2.643737793E1,-4.487457275E1,1.638031006E1
3.690324199E1,-2.538757324E1,-4.367370605E1,1.683044434E1
3.691319072E1,-2.553863525E1,-4.322357178E1,1.548004150E1
3.692286479E1,-2.598876953E1,-4.322357178E1,1.578063965E1
3.693284404E1,-2.703857422E1,-4.472351074E1,1.652984619E1
3.694279277E1,-2.613830566E1,-4.442443848E1,1.563110352E1
3.695283305E1,-2.658843994E1,-4.277343750E1,1.548004150E1
3.696278178E1,-2.643737793E1,-4.307403564E1,1.638031006E1
3.697276103E1,-2.808837891E1,-4.472351074E1,1.518096924E1
3.698274028E1,-2.688751221E1,-4.337463379E1,1.488037109E1
3.699271953E1,-2.568817139E1,-4.232482910E1,1.713104248E1
3.700269878E1,-2.598876953E1,-4.397430420E1,1.697998047E1
3.701267802E1,-2.688751221E1,-4.367370605E1,1.743011475E1
3.702265727E1,-2.628784180E1,-4.502410889E1,1.473083496E1
3.703263652E1,-2.613830566E1,-4.442443848E1,1.683044434E1
3.704261577E1,-2.763824463E1,-4.517364502E1,1.533050537E1
3.705259502E1,-2.778778076E1,-4.472351074E1,1.518096924E1
3.706257426E1,-2.643737793E1,-4.412384033E1,1.533050537E1
3.707258403E1,-2.643737793E1,-4.517364502E1,1.533050537E1
3.708259380E1,-2.643737793E1,-4.562377930E1,1.713104248E1
3.709260356E1,-2.553863525E1,-4.472351074E1,1.518096924E1
3.710258281E1,-2.628784180E1,-4.427337646E1,1.548004150E1
3.711262309E1,-2.523803711E1,-4.577484131E1,1.548004150E1
3.712260234E1,-2.523803711E1,-4.547424316E1,1.578063965E1
3.713261211E1,-2.793731689E1,-4.442443848E1,1.457977295E1
3.714262187E1,-2.508850098E1,-4.487457275E1,1.638031006E1
3.715263164E1,-2.628784180E1,-4.397430420E1,1.548004150E1
3.716261089E1,-2.628784180E1,-4.427337646E1,1.578063965E1
3.717237651E1,-2.658843994E1,-4.427337646E1,1.293029785E1
3.718232524E1,-2.733764648E1,-4.397430420E1,1.548004150E1
3.719230449E1,-2.868804932E1,-4.442443848E1,1.428070068E1
3.720225322E1,-2.598876953E1,-4.502410889E1,1.443023682E1
3.721226298E1,-2.643737793E1,-4.487457275E1,1.307983398E1
3.722224223E1,-2.628784180E1,-4.427337646E1,1.443023682E1
3.723225200E1,-2.778778076E1,-4.397430420E1,1.188049316E1
3.724229228E1,-2.808837891E1,-4.472351074E1,1.188049316E1
3.725214946E1,-2.868804932E1,-4.367370605E1,1.203002930E1
3.726215923E1,-2.763824463E1,-4.307403564E1,1.352996826E1
3.727213847E1,-2.628784180E1,-4.352416992E1,1.263122559E1
3.728211772E1,-2.778778076E1,-4.322357178E1,1.368103027E1
3.729209697E1,-2.718811035E1,-4.487457275E1,1.352996826E1
3.730207622E1,-2.943878174E1,-4.487457275E1,1.157989502E1
3.731202495E1,-2.613830566E1,-4.412384033E1,1.307983398E1
3.732203471E1,-2.778778076E1,-4.547424316E1,1.368103027E1
3.733140361E1,-2.808837891E1,-4.547424316E1,1.323089600E1
3.734199321E1,-2.868804932E1,-4.487457275E1,1.203002930E1
3.735197246E1,-2.658843994E1,-4.352416992E1,1.368103027E1
3.736195171E1,-2.658843994E1,-4.397430420E1,1.112976074E1
3.737193095E1,-2.943878174E1,-4.562377930E1,1.203002930E1
3.738191020E1,-2.643737793E1,-4.262390137E1,1.278076172E1
3.739188945E1,-2.718811035E1,-4.442443848E1,9.780883789E0
3.740186870E1,-2.898864746E1,-4.262390137E1,1.233062744E1
3.741184795E1,-2.793731689E1,-4.442443848E1,1.023101807E1
3.742182719E1,-2.898864746E1,-4.337463379E1,1.157989502E1
3.743180644E1,-2.643737793E1,-4.442443848E1,1.278076172E1
3.744178569E1,-2.823791504E1,-4.337463379E1,1.128082275E1
3.745176494E1,-2.793731689E1,-4.412384033E1,1.053009033E1
3.746174419E1,-2.808837891E1,-4.322357178E1,1.188049316E1
3.747172343E1,-2.703857422E1,-4.352416992E1,1.143035889E1
3.748167216E1,-3.018798828E1,-4.442443848E1,1.128082275E1
3.749168193E1,-2.853851318E1,-4.427337646E1,9.629821777E0
3.750166118E1,-2.793731689E1,-4.412384033E1,1.203002930E1
3.751164043E1,-2.718811035E1,-4.517364502E1,1.157989502E1
3.752161968E1,-2.643737793E1,-4.367370605E1,1.233062744E1
3.753162944E1,-2.778778076E1,-4.397430420E1,1.188049316E1
3.754157817E1,-2.718811035E1,-4.412384033E1,1.233062744E1
3.755155742E1,-2.868804932E1,-4.412384033E1,1.023101807E1
3.756153667E1,-2.688751221E1,-4.337463379E1,1.098022461E1
3.757151592E1,-2.628784180E1,-4.352416992E1,1.038055420E1
3.758149516E1,-2.613830566E1,-4.367370605E1,1.098022461E1
3.759150493E1,-2.778778076E1,-4.547424316E1,1.143035889E1
3.760145366E1,-2.538757324E1,-4.442443848E1,1.098022461E1
3.761140239E1,-2.523803711E1,-4.607391357E1,1.263122559E1
3.762141216E1,-2.538757324E1,-4.412384033E1,1.203002930E1
3.763139140E1,-2.628784180E1,-4.427337646E1,1.143035889E1
3.764137065E1,-2.703857422E1,-4.547424316E1,1.112976074E1
3.765134990E1,-2.523803711E1,-4.352416992E1,1.218109131E1
3.766132915E1,-2.553863525E1,-4.427337646E1,1.038055420E1
3.767130840E1,-2.658843994E1,-4.352416992E1,1.112976074E1
3.768128764E1,-2.613830566E1,-4.487457275E1,1.278076172E1
3.769126689E1,-2.433776855E1,-4.367370605E1,1.203002930E1
3.770127666E1,-2.538757324E1,-4.412384033E1,1.233062744E1
3.771125590E1,-2.703857422E1,-4.607391357E1,1.143035889E1
3.772126567E1,-2.568817139E1,-4.412384033E1,1.233062744E1
3.773127544E1,-2.478790283E1,-4.352416992E1,1.188049316E1
3.774131572E1,-2.628784180E1,-4.472351074E1,1.293029785E1
3.775129497E1,-2.568817139E1,-4.487457275E1,1.157989502E1
3.776130473E1,-2.628784180E1,-4.427337646E1,1.368103027E1
3.777128398E1,-2.613830566E1,-4.367370605E1,1.157989502E1
3.778129375E1,-2.643737793E1,-4.337463379E1,1.203002930E1
3.779130351E1,-2.568817139E1,-4.412384033E1,1.383056641E1
3.780131328E1,-2.568817139E1,-4.337463379E1,1.352996826E1
3.781101787E1,-2.523803711E1,-4.427337646E1,1.218109131E1
3.782099712E1,-2.613830566E1,-4.337463379E1,1.128082275E1
3.783097636E1,-2.523803711E1,-4.427337646E1,1.293029785E1
3.784095561E1,-2.568817139E1,-4.412384033E1,1.233062744E1
3.785093486E1,-2.658843994E1,-4.397430420E1,1.368103027E1
3.786091411E1,-2.613830566E1,-4.232482910E1,1.352996826E1
3.787089336E1,-2.688751221E1,-4.442443848E1,1.307983398E1
3.788087260E1,-2.733764648E1,-4.352416992E1,1.263122559E1
3.789085325E1,-2.553863525E1,-4.322357178E1,1.218109131E1
3.790083250E1,-2.463836670E1,-4.487457275E1,1.533050537E1
3.791081175E1,-2.643737793E1,-4.307403564E1,1.488037109E1
3.792079100E1,-2.598876953E1,-4.547424316E1,1.473083496E1
3.793077025E1,-2.658843994E1,-4.427337646E1,1.623077393E1
3.794074949E1,-2.463836670E1,-4.367370605E1,1.607971191E1
3.795072874E1,-2.478790283E1,-4.352416992E1,1.548004150E1
3.796070799E1,-2.553863525E1,-4.397430420E1,1.773071289E1
3.797071776E1,-2.433776855E1,-4.337463379E1,1.563110352E1
3.798072752E1,-2.553863525E1,-4.502410889E1,1.548004150E1
3.799073729E1,-2.658843994E1,-4.427337646E1,1.578063965E1
3.800074705E1,-2.523803711E1,-4.277343750E1,1.623077393E1
3.801075682E1,-2.658843994E1,-4.502410889E1,1.518096924E1
3.802073607E1,-2.613830566E1,-4.262390137E1,1.638031006E1
3.803074583E1,-2.463836670E1,-4.487457275E1,1.457977295E1
3.804075560E1,-2.568817139E1,-4.412384033E1,1.713104248E1
3.805076536E1,-2.688751221E1,-4.442443848E1,1.533050537E1
3.806077513E1,-2.628784180E1,-4.427337646E1,1.623077393E1
3.807044920E1,-2.568817139E1,-4.487457275E1,1.638031006E1
3.808045897E1,-2.733764648E1,-4.322357178E1,1.652984619E1
3.809046873E1,-2.598876953E1,-4.502410889E1,1.578063965E1
3.810041746E1,-2.568817139E1,-4.487457275E1,1.563110352E1
3.811039671E1,-2.643737793E1,-4.412384033E1,1.683044434E1
3.812037596E1,-2.553863525E1,-4.547424316E1,1.773071289E1
3.813035521E1,-2.448730469E1,-4.427337646E1,1.697998047E1
3.814033446E1,-2.778778076E1,-4.502410889E1,1.652984619E1
3.815031370E1,-2.523803711E1,-4.547424316E1,1.652984619E1
3.816029295E1,-2.523803711E1,-4.427337646E1,1.518096924E1
3.817027220E1,-2.403869629E1,-4.427337646E1,1.728057861E1
3.818025145E1,-2.613830566E1,-4.562377930E1,1.638031006E1
3.819023070E1,-2.523803711E1,-4.397430420E1,1.548004150E1
3.820020994E1,-2.568817139E1,-4.487457275E1,1.533050537E1
3.821018919E1,-2.568817139E1,-4.307403564E1,1.607971191E1
3.822016844E1,-2.718811035E1,-4.412384033E1,1.683044434E1
3.823014769E1,-2.568817139E1,-4.412384033E1,1.788024902E1
3.824012694E1,-2.478790283E1,-4.577484131E1,1.652984619E1
3.825010618E1,-2.628784180E1,-4.502410889E1,1.473083496E1
3.826008543E1,-2.568817139E1,-4.592437744E1,1.488037109E1
3.827006468E1,-2.718811035E1,-4.412384033E1,1.563110352E1
3.828004393E1,-2.598876953E1,-4.502410889E1,1.623077393E1
3.829002318E1,-2.538757324E1,-4.562377930E1,1.488037109E1
3.829997191E1,-2.598876953E1,-4.472351074E1,1.473083496E1
3.830998167E1,-2.703857422E1,-4.397430420E1,1.518096924E1
3.831996092E1,-2.658843994E1,-4.397430420E1,1.578063965E1
3.832994017E1,-2.643737793E1,-4.367370605E1,1.563110352E1
3.833991942E1,-2.628784180E1,-4.352416992E1,1.548004150E1
3.834989866E1,-2.628784180E1,-4.607391357E1,1.548004150E1
3.835987791E1,-2.463836670E1,-4.517364502E1,1.607971191E1
3.836985716E1,-2.508850098E1,-4.442443848E1,1.638031006E1
3.837986692E1,-2.688751221E1,-4.412384033E1,1.457977295E1
3.838981566E1,-2.688751221E1,-4.442443848E1,1.457977295E1
3.839976439E1,-2.508850098E1,-4.367370605E1,1.383056641E1
3.840974363E1,-2.403869629E1,-4.502410889E1,1.518096924E1
3.841975340E1,-2.388763428E1,-4.637451172E1,1.533050537E1
3.842973265E1,-2.628784180E1,-4.472351074E1,1.368103027E1
3.843971190E1,-2.523803711E1,-4.472351074E1,1.263122559E1
3.844969114E1,-2.628784180E1,-4.577484131E1,1.368103027E1
3.845963987E1,-2.763824463E1,-4.592437744E1,1.233062744E1
3.846964964E1,-2.778778076E1,-4.502410889E1,1.323089600E1
3.847959837E1,-2.763824463E1,-4.637451172E1,1.278076172E1
3.848960814E1,-2.613830566E1,-4.412384033E1,1.157989502E1
3.849961790E1,-2.778778076E1,-4.397430420E1,1.398010254E1
3.850956663E1,-2.643737793E1,-4.412384033E1,1.278076172E1
3.851954588E1,-2.643737793E1,-4.367370605E1,1.128082275E1
3.852952513E1,-2.628784180E1,-4.352416992E1,1.038055420E1
3.853953489E1,-2.508850098E1,-4.517364502E1,1.278076172E1
3.854948362E1,-2.808837891E1,-4.397430420E1,9.930419922E0
3.855946287E1,-2.658843994E1,-4.397430420E1,1.112976074E1
3.856944212E1,-2.733764648E1,-4.427337646E1,1.068115234E1
3.857945189E1,-2.688751221E1,-4.307403564E1,1.203002930E1
3.858937010E1,-2.568817139E1,-4.487457275E1,1.023101807E1
3.859941038E1,-2.718811035E1,-4.442443848E1,1.098022461E1
3.860942015E1,-2.613830566E1,-4.442443848E1,1.098022461E1
3.861942991E1,-2.718811035E1,-4.337463379E1,1.023101807E1
3.862943968E1,-2.553863525E1,-4.607391357E1,1.112976074E1
3.863941893E1,-2.928771973E1,-4.322357178E1,9.930419922E0
3.864942869E1,-2.613830566E1,-4.337463379E1,1.128082275E1
3.865943846E1,-2.733764648E1,-4.397430420E1,9.629821777E0
3.866944822E1,-2.703857422E1,-4.427337646E1,8.580017090E0
3.867945799E1,-2.688751221E1,-4.337463379E1,1.128082275E1
3.868946776E1,-2.703857422E1,-4.502410889E1,1.143035889E1
3.869917234E1,-2.763824463E1,-4.337463379E1,1.098022461E1
3.870915159E1,-2.883758545E1,-4.397430420E1,9.330749512E0
3.871913084E1,-2.793731689E1,-4.412384033E1,1.023101807E1
3.872911009E1,-2.778778076E1,-4.547424316E1,1.038055420E1
3.873908934E1,-2.808837891E1,-4.502410889E1,8.580017090E0
3.874906858E1,-2.718811035E1,-4.412384033E1,9.480285645E0
3.875904783E1,-2.808837891E1,-4.427337646E1,1.068115234E1
3.876902708E1,-2.718811035E1,-4.487457275E1,9.480285645E0
3.877900633E1,-2.658843994E1,-4.427337646E1,9.930419922E0
3.878898558E1,-2.733764648E1,-4.472351074E1,1.038055420E1
3.879896483E1,-2.523803711E1,-4.472351074E1,9.930419922E0
3.880894407E1,-2.658843994E1,-4.547424316E1,1.112976074E1
3.881889280E1,-2.598876953E1,-4.277343750E1,8.880615234E0
3.882890257E1,-2.763824463E1,-4.337463379E1,9.780883789E0
3.883888182E1,-2.598876953E1,-4.502410889E1,8.580017090E0
3.884886107E1,-2.763824463E1,-4.487457275E1,1.053009033E1
3.885887083E1,-2.718811035E1,-4.562377930E1,9.780883789E0
3.886885008E1,-2.643737793E1,-4.562377930E1,1.098022461E1
3.887885984E1,-2.553863525E1,-4.547424316E1,1.038055420E1
3.888886961E1,-2.643737793E1,-4.442443848E1,1.023101807E1
3.889887938E1,-2.733764648E1,-4.397430420E1,1.188049316E1
3.890888914E1,-2.643737793E1,-4.562377930E1,9.480285645E0
3.891886839E1,-2.778778076E1,-4.502410889E1,1.188049316E1
3.892887816E1,-2.643737793E1,-4.637451172E1,1.128082275E1
3.893888792E1,-2.718811035E1,-4.517364502E1,1.098022461E1
3.894892820E1,-2.613830566E1,-4.367370605E1,9.780883789E0
3.895893797E1,-2.703857422E1,-4.322357178E1,9.930419922E0
3.896861204E1,-2.658843994E1,-4.397430420E1,1.038055420E1
3.897859129E1,-2.643737793E1,-4.487457275E1,9.780883789E0
3.898857054E1,-2.628784180E1,-4.502410889E1,1.038055420E1
3.899854979E1,-2.538757324E1,-4.517364502E1,9.780883789E0
3.900852904E1,-2.643737793E1,-4.487457275E1,9.780883789E0
3.901850828E1,-2.568817139E1,-4.487457275E1,1.023101807E1
3.902848753E1,-2.538757324E1,-4.592437744E1,1.098022461E1
3.903846678E1,-2.553863525E1,-4.472351074E1,1.143035889E1
3.904844603E1,-2.568817139E1,-4.517364502E1,9.480285645E0
3.905839476E1,-2.718811035E1,-4.562377930E1,1.053009033E1
3.906840452E1,-2.538757324E1,-4.517364502E1,1.023101807E1
3.907838377E1,-2.508850098E1,-4.517364502E1,1.053009033E1
3.908836302E1,-2.643737793E1,-4.517364502E1,1.128082275E1
3.909834227E1,-2.538757324E1,-4.562377930E1,9.780883789E0
3.910829100E1,-2.568817139E1,-4.412384033E1,1.157989502E1
3.911830076E1,-2.718811035E1,-4.442443848E1,1.278076172E1
3.912828001E1,-2.553863525E1,-4.352416992E1,1.068115234E1
3.913825926E1,-2.628784180E1,-4.502410889E1,1.218109131E1
3.914823851E1,-2.463836670E1,-4.487457275E1,1.098022461E1
3.915821776E1,-2.523803711E1,-4.577484131E1,1.068115234E1
3.916819700E1,-2.508850098E1,-4.487457275E1,1.233062744E1
3.917817625E1,-2.598876953E1,-4.502410889E1,1.293029785E1
3.918812498E1,-2.343750000E1,-4.547424316E1,1.398010254E1
3.919813475E1,-2.358856201E1,-4.712371826E1,1.428070068E1
3.920811400E1,-2.448730469E1,-4.472351074E1,1.368103027E1
3.921809324E1,-2.463836670E1,-4.442443848E1,1.233062744E1
3.922807249E1,-2.373809814E1,-4.607391357E1,1.548004150E1
3.923808226E1,-2.283782959E1,-4.442443848E1,1.352996826E1
3.924806150E1,-2.463836670E1,-4.667358398E1,1.128082275E1
3.925801024E1,-2.478790283E1,-4.577484131E1,1.263122559E1
3.926795897E1,-2.478790283E1,-4.547424316E1,1.263122559E1
3.927796873E1,-2.358856201E1,-4.517364502E1,1.352996826E1
3.928794798E1,-2.373809814E1,-4.502410889E1,1.473083496E1
3.929792723E1,-2.448730469E1,-4.502410889E1,1.323089600E1
3.930790648E1,-2.238769531E1,-4.562377930E1,1.352996826E1
3.931788572E1,-2.478790283E1,-4.502410889E1,1.398010254E1
3.932786497E1,-2.343750000E1,-4.607391357E1,1.518096924E1
3.933784422E1,-2.478790283E1,-4.502410889E1,1.443023682E1
3.934782347E1,-2.388763428E1,-4.562377930E1,1.488037109E1
3.935780272E1,-2.433776855E1,-4.487457275E1,1.457977295E1
3.936781248E1,-2.478790283E1,-4.502410889E1,1.368103027E1
3.937779173E1,-2.373809814E1,-4.547424316E1,1.323089600E1
3.938774046E1,-2.388763428E1,-4.592437744E1,1.428070068E1
3.939771971E1,-2.523803711E1,-4.502410889E1,1.578063965E1
3.940769896E1,-2.343750000E1,-4.502410889E1,1.473083496E1
3.941767820E1,-2.358856201E1,-4.442443848E1,1.638031006E1
3.942765745E1,-2.523803711E1,-4.652404785E1,1.443023682E1
3.943757567E1,-2.403869629E1,-4.577484131E1,1.443023682E1
3.944761595E1,-2.283782959E1,-4.592437744E1,1.428070068E1
3.945759520E1,-2.298736572E1,-4.502410889E1,1.548004150E1
3.946757445E1,-2.568817139E1,-4.517364502E1,1.488037109E1
3.947755369E1,-2.388763428E1,-4.562377930E1,1.607971191E1
3.948753294E1,-2.358856201E1,-4.487457275E1,1.488037109E1
3.949754271E1,-2.508850098E1,-4.442443848E1,1.457977295E1
3.950761351E1,-2.343750000E1,-4.502410889E1,1.623077393E1
3.951756224E1,-2.193756104E1,-4.427337646E1,1.398010254E1
3.952760252E1,-2.373809814E1,-4.682464600E1,1.398010254E1
3.953758177E1,-2.298736572E1,-4.427337646E1,1.623077393E1
3.954759154E1,-2.313842773E1,-4.592437744E1,1.428070068E1
3.955760130E1,-2.373809814E1,-4.502410889E1,1.578063965E1
3.956761107E1,-2.523803711E1,-4.577484131E1,1.443023682E1
3.957759031E1,-2.313842773E1,-4.442443848E1,1.457977295E1
3.958760008E1,-2.313842773E1,-4.742431641E1,1.352996826E1
3.959730467E1,-2.403869629E1,-4.607391357E1,1.473083496E1
3.960728392E1,-2.358856201E1,-4.262390137E1,1.457977295E1
3.961726317E1,-2.433776855E1,-4.412384033E1,1.457977295E1
3.962724241E1,-2.523803711E1,-4.547424316E1,1.323089600E1
3.963722166E1,-2.463836670E1,-4.592437744E1,1.233062744E1
3.964720091E1,-2.268829346E1,-4.607391357E1,1.518096924E1
3.965718016E1,-2.313842773E1,-4.517364502E1,1.307983398E1
3.966715941E1,-2.373809814E1,-4.427337646E1,1.323089600E1
3.967713865E1,-2.373809814E1,-4.607391357E1,1.443023682E1
3.968711790E1,-2.403869629E1,-4.607391357E1,1.548004150E1
3.969709715E1,-2.298736572E1,-4.607391357E1,1.473083496E1
3.970707640E1,-2.463836670E1,-4.667358398E1,1.428070068E1
3.971705565E1,-2.403869629E1,-4.502410889E1,1.323089600E1
3.972700438E1,-2.448730469E1,-4.577484131E1,1.443023682E1
3.973701414E1,-2.373809814E1,-4.502410889E1,1.263122559E1
3.974699339E1,-2.628784180E1,-4.607391357E1,1.443023682E1
3.975700316E1,-2.628784180E1,-4.547424316E1,1.188049316E1
3.976698240E1,-2.643737793E1,-4.337463379E1,1.128082275E1
3.977699217E1,-2.613830566E1,-4.487457275E1,1.278076172E1
3.978700194E1,-2.553863525E1,-4.322357178E1,1.143035889E1
3.979701170E1,-2.778778076E1,-4.577484131E1,1.068115234E1
3.980705198E1,-2.628784180E1,-4.472351074E1,1.263122559E1
3.981703123E1,-2.523803711E1,-4.472351074E1,1.188049316E1
3.982704100E1,-2.688751221E1,-4.517364502E1,1.157989502E1
3.983705076E1,-2.868804932E1,-4.442443848E1,1.098022461E1
3.984706053E1,-2.523803711E1,-4.547424316E1,1.143035889E1
3.985676512E1,-2.538757324E1,-4.637451172E1,1.098022461E1
3.986674437E1,-2.628784180E1,-4.472351074E1,1.038055420E1
3.987672362E1,-2.433776855E1,-4.367370605E1,9.780883789E0
3.988670286E1,-2.688751221E1,-4.337463379E1,9.030151367E0
